"sep=,"
"Krok","WygenerowanaLiczba"
1,1
2,11
3,113
4,1103
5,11003
6,110039
7,1100039
8,11000393
9,110050393
10,1100503973
11,11005039733
12,110050390733
13,1100503907323
14,11005039073243
15,110050390732433
16,1100503907326433
17,11005039073262433
18,110050390732624339
19,1100503907326243439
20,11005039073262434393
21,110050390732624343293
22,1100503907326243432939
23,11005039073262433432939
24,110050390732624334732939
25,1100503907326243347232939
26,11005039073262433472329379
27,110050390732624334723293579
28,1100503907326243347232931579
29,11005039073262433472329315793
30,110050390732624334723293153793
31,1100503907326243347232893153793
32,11005039073262433472328931537973
33,110050390732624334723289315376973
34,1100503907326243347232893153786973
35,11005039073262433472328931537869731
36,110050390732624334723289315378697331
37,1100503907326243347232893153782697331
38,11005039073262433472328931537826977331
39,110050390732624334723289315378269773313
40,1100503907326243347232893153782697733013
41,11005039073262433472328931537826937733013
42,110050390732624334723289315378268937733013
43,1100503907326243347232893153782689377330103
44,11005039073262433472328931537826893773307103
45,110050390732624334723289315378206893773307103
46,1100503907326243347232893153782068937733071053
47,11005039073262433472328931537820689377330710533
48,110050390732624334723289315378206893773307105339
49,1100503907326243347232893153782068937733071605339
50,11005039073262433472328931537820689379733071605339
51,110050390732624334723289315378206893797330716053369
52,1100503907326243347232893153782068937973307160053369
53,11005039073262433472328931537820689317973307160053369
54,110050390732624334723289315378206893179733807160053369
55,1100503907326243347232893153782068931797338071600533969
56,11005039073262433472328931537820689317973380716007533969
57,110050390732624334723289315378206893179733807160075339569
58,1100503907326243347232893153782068931797338071630075339569
59,11005039073262433472328931537820689317973380716300753395639
60,110050390732624334723289315378206893179733807163007563395639
61,1100503907326243347232893153782068931797733807163007563395639
62,11005039073262433472328931537820689317977338071630075663395639
63,110050390732624334723289315378206893179773380716300756633956359
64,1100503907326243347232893153782068931797733807163007566339506359
65,11005039073262433472328931537820689317977338071630075663369506359
66,110050390732624334723289315378206893179773380716300756633695063579
67,1100503907326243347232893153782068931797733807163007566336950635769
68,11005039073262433472328931537820689317977338071630075663369506357639
69,110050390732624334723289315378206893179773380716300756633695006357639
70,1100503907326243347232893153782068931797733807163007566336950063576359
71,11005039073262433472328931537820689317977338071630075663369500635763759
72,110050390732624334723289315378206893179773380716300756633695006357623759
73,1100503907326243347232893153782906893179773380716300756633695006357623759
74,11005039073262433472328931537829068931797733807163007566330695006357623759
75,110050390732624334723289315378290689317977338071630075663306950063576237597
76,1100503907326243347232893153782906893179773380716300756633069500635762378597
77,11005039073262433472328931537829068931797733807163007566330695006357623978597
78,110050390732624334723289315378290689317977338071630075663306950063576239178597
79,1100503907326243347232893153782906893179773380716300756633069500635762399178597
80,11005039073262433472328931537829068931797733807163007566330695006357625399178597
81,110050390732624334723289315378290689317977338071630075663306950063576253991785977
82,1100503907326243347232893153782906893179773380716300756633069500635762539917859737
83,11005039073262433472328931537829068931797733807163007566330695006357625399178593737
84,110050390732624334723289315378290689317977338071630075663030695006357625399178593737
85,1100503907326243347232893153782906893179773380716300756632030695006357625399178593737
86,11005039073262433472328931537829068931797733807163007566320306950063576325399178593737
87,110050390732624334723289315378290689317977338071630075663203069500635763253991785937937
88,1100503907326243347232893153782906893179773380716300756632030695006357632539917859037937
89,11005039073262433472328931537829068931797733807163007566320306950063576325399178590379437
90,110050390732624334723289315378290689317977338071630075663203069500635763253991785903794537
91,1100503907326243347232893153782906893179773380716300756632030695006357632539917859037934537
92,11005039073262433472328931537829068931797733807163007566320306950063576325399178590379347537
93,110050390732624334723289315378290689317977338071630075663203069500635763253991785903793479537
94,1100503907326243347232893153782906893179773380716300756632030695006357632539917859037934795327
95,11005039073262433472328931537829068931797733807163007566320306950063576325399178590379343795327
96,110050390732624334723289315378290689317977338071630075663203069500635763253991785903793437953277
97,1100503907326243347232893153782906893179773380716300756632030695006357632539917859037934372953277
98,11005039073262433472328931537829068931797733807163007566320306950063576325399178590137934372953277
99,110050390732624334723289315378290689317977338071630075663203069500635763253991785901379343729532077
100,1100503907326243347232893153782906893179773380716300756632030695006357632539917859013793243729532077
101,11005039073262433472328931537829068931797733807163007566320306950063576325399178590137932493729532077
102,110050390732624334723289315378290689317977338071630075663203069500635763253991718590137932493729532077
103,1100503907326243347232893153782906893179773380716300756632030695006357683253991718590137932493729532077
104,11005039073262433472328931537829068931797733807163007566320306950063576832539917185901379324937295323077
105,110050390732624334723289315378290689317977338071630075663203069500635768325399617185901379324937295323077
106,1100503907326243347232893153782906893179773380716300756632030695006357683253996171859013793249372953323077
107,11005039073262433472328931537829068931797733807163007566320306950063576832539961718590137932493729533230771
108,110050390732624334723289315378290689317977338071630075663203069500635768325399617185901379324937295332307721
109,1100503907326243347232893153782906893179773380716300756632030695006357683253996171859013793724937295332307721
110,11005039073262433472328931537829068931797733807163007566320306950063576832539961718590137937249372953323077231
111,110050390732624334723289315378290689317977338071630075663203069500635768325399617185901379372493729532323077231
112,1100503907326243347232893153782906893179773380716300756632030695006357683253996171859013793724937295323230772731
113,11005039073262433472328931537829068931797733807163007566320306950063576832539961718590137937249372953232307872731
114,110050390732624334723289315378290689317977338071630075663203069500635768325399617185901379372493729153232307872731
115,1100503907326243347232893153782906893179773380716300756632030695006357683253996171859013793724937291532323078727391
116,11005039073262433472328931537829068931797733807163007566320306950063576832539961718590137937249372919532323078727391
117,110050390732624334723289315378290689317977338071630075663203069500635768325399617185901379372493729195323230787027391
118,1100503907326243347232893153782906893179773380716300756632030695006357683253996171859013793724937291953232307870275391
119,11005039073262433472328931537829068931797733807163007566320306950063576832539961718590137937249372919532323078702075391
120,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249372919532323078702075391
121,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372493729195323230787020750391
122,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724937291953232307870207503291
123,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249372919573232307870207503291
124,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372493729195732392307870207503291
125,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724937291957323923078790207503291
126,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249372919573239230787902075032951
127,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372493772919573239230787902075032951
128,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724937729195732392307879020750323951
129,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249377291957323923078790290750323951
130,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372493772919573239230787902907503239519
131,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724937729195732392307879029075032395199
132,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249377291953732392307879029075032395199
133,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372493772919537323923078790290750323965199
134,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724937729195373239230787902907503203965199
135,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373239230787902907503203965199
136,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953732392307879062907503203965199
137,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537323923078790629075032039605199
138,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373236923078790629075032039605199
139,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736236923078790629075032039605199
140,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362369230787906290750320394605199
141,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373623692302787906290750320394605199
142,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736236923027879062907503203946051991
143,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362369230278790629075032039460519981
144,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373623692302787906290750320394605190981
145,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736236923027879062907503203946051909871
146,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362369230278790629075032039460510909871
147,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373623609230278790629075032039460510909871
148,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736236092302787906929075032039460510909871
149,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362636092302787906929075032039460510909871
150,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373626360923027879069290750320394605109009871
151,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736263609230278790692907503203946051090098571
152,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362636092302787906929075032039460510900698571
153,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373626360923027879069290750320394605109006985671
154,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736263609230278790692907503203946051090069850671
155,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362636092302787906929075032039460510900698506711
156,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373626360923027879069290750320394605109006985067131
157,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736263609230278790692907503203946051309006985067131
158,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362636092302787906929075032039460513090069850671351
159,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373626360923027879069290750320394605130900698560671351
160,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736263609230278790692907503203946051390900698560671351
161,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362636092302787906929075032039460513909006968560671351
162,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373626360923027879069290750320394605139090069685607671351
163,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736263609230278790692907503203594605139090069685607671351
164,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362636092302787906929075032035946051390900696856076714351
165,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373626360923027879069290675032035946051390900696856076714351
166,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736263609230278790692906750320359460513909006968556076714351
167,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362636092302787906929067503203594605139090069685560767147351
168,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373626360923027879069290675032035946051390902069685560767147351
169,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736263609230278790692906750320359460651390902069685560767147351
170,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362636092302787906929067503203594606513909020696855601767147351
171,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373626360923027879069290675032035946065913909020696855601767147351
172,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736263609230278790692906750320359460658913909020696855601767147351
173,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362636092302787906929067503203594606589139090206968556017671473051
174,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373626360923027879069290675032035946065891390902906968556017671473051
175,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736263609230278790692906750320359460658913909029069685560176714173051
176,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362636092302787906929067503203594606589139090290696855601765714173051
177,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373626360923027879069290675032035946065891390902190696855601765714173051
178,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736263609230278790692906750320359460658913909029190696855601765714173051
179,11005039073262433472328931537829068931797733807163007566320306950063576832543996171859013793724953772919537362636092302787906929067503203594606589139090291906968556017657141735051
180,110050390732624334723289315378290689317977338071630075663203069500635768325439961718590137937249537729195373626360923027879069290675032035946065891390902791906968556017657141735051
181,1100503907326243347232893153782906893179773380716300756632030695006357683254399617185901379372495377291953736263609230278790692906750320359460658913909027919069686556017657141735051
